Line#,Date,"Water Content (RXW-GP4A 21474793:22221785-3), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-4), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-9), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-10), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-5), *C, Soap","Water Content (RXW-GP4A 21474793:22221785-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-8), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-6), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-3), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-10), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-9), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-5), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-8), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-6), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-9), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-8), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-5), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-10), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22094718-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-2), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-6), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-7), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap"
1467,02/14/25 07:05:00,0.221,0.328,6.3,6.8,4.8,0.016,0.031,5.8,5.4,5.8,0.356,0.130,7.6,7.6,5.3,0.141,7.3,5.9,9.0,8.4,7.3,0.112,5.9,9.3,0.416,0.142,0.133,6.5,6.9,0.346,0.537,0.0,0.000,0.0,5.6,0.432,7.0,0.000,6.7,5.0,0.0,0.650,7.1,0.397,7.1,5.8,7.5,6.3,0.451,0.648,6.8,6.8
1468,02/14/25 07:10:00,0.221,0.322,6.3,6.8,4.6,0.016,0.031,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.3,0.143,7.3,5.9,8.9,8.4,7.3,0.113,5.9,9.4,0.416,0.142,0.133,6.6,6.9,0.346,0.535,0.0,0.000,0.0,5.6,0.431,7.1,0.000,6.6,5.0,0.0,0.650,7.1,0.397,7.1,5.7,7.5,6.3,0.443,0.648,6.8,6.8
1469,02/14/25 07:15:00,0.221,0.319,6.3,6.8,4.6,0.016,0.032,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.3,0.151,7.3,5.8,8.9,8.4,7.3,0.114,5.9,9.3,0.416,0.142,0.133,6.6,6.9,0.345,0.533,0.0,0.000,0.0,5.6,0.432,7.0,0.000,6.7,4.8,0.0,0.650,7.1,0.397,7.1,5.7,7.5,6.3,0.424,0.648,6.8,6.8
1470,02/14/25 07:20:00,0.220,0.315,6.3,6.8,4.6,0.016,0.032,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.3,0.159,7.3,5.8,9.0,8.4,7.3,0.116,5.9,9.3,0.416,0.143,0.133,6.5,6.9,0.345,0.532,7.3,0.648,7.0,5.6,0.432,7.0,0.645,6.7,5.0,6.8,0.650,7.1,0.398,7.1,5.7,7.5,6.3,0.429,0.648,6.7,6.8
1471,02/14/25 07:25:00,0.220,0.314,6.3,6.9,4.6,0.015,0.032,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.3,0.160,7.3,5.9,9.0,8.4,7.3,0.116,5.9,9.3,0.416,0.144,0.133,6.5,6.9,0.345,0.532,0.0,0.000,0.0,5.6,0.433,7.0,0.000,6.7,5.0,0.0,0.650,7.1,0.398,7.1,5.7,7.5,6.2,0.414,0.648,6.8,6.8
1472,02/14/25 07:30:00,0.220,0.307,6.3,6.8,4.6,0.015,0.031,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.3,0.157,7.3,5.9,9.0,8.4,7.3,0.116,5.9,9.4,0.416,0.145,0.133,6.5,6.9,0.345,0.531,7.3,0.648,7.0,5.6,0.432,7.0,0.645,6.7,5.0,6.6,0.650,7.1,0.398,7.1,5.7,7.5,6.3,0.415,0.648,6.8,6.8
1473,02/14/25 07:35:00,0.219,0.306,6.3,6.8,4.6,0.016,0.032,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.3,0.154,7.3,5.8,9.0,8.4,7.3,0.115,5.9,9.4,0.416,0.145,0.133,6.5,6.9,0.345,0.529,0.0,0.000,0.0,5.6,0.431,7.0,0.000,6.6,5.0,0.0,0.650,7.1,0.398,7.1,5.7,7.5,6.2,0.421,0.648,6.8,6.8
1474,02/14/25 07:40:00,0.219,0.304,6.3,6.8,4.6,0.015,0.031,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.3,0.152,7.3,5.8,9.0,8.4,7.3,0.115,5.9,9.3,0.416,0.145,0.133,6.5,6.9,0.345,0.528,0.0,0.000,0.0,5.6,0.430,7.0,0.000,6.6,5.0,0.0,0.650,7.1,0.398,7.1,5.7,7.5,6.2,0.404,0.648,6.7,6.8
1475,02/14/25 07:45:00,0.219,0.303,6.3,6.8,4.6,0.015,0.031,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.4,0.150,7.3,5.8,9.0,8.4,7.3,0.114,5.9,9.3,0.416,0.145,0.133,6.5,6.9,0.345,0.526,7.3,0.648,7.0,5.6,0.428,7.0,0.645,6.6,5.0,6.6,0.650,7.1,0.397,7.1,5.7,7.5,6.2,0.404,0.648,6.8,7.0
1476,02/14/25 07:50:00,0.219,0.292,6.3,6.8,4.6,0.015,0.031,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.3,0.150,7.3,5.8,8.9,8.3,7.3,0.114,5.9,9.3,0.416,0.145,0.133,6.5,6.9,0.346,0.525,7.3,0.648,7.0,5.6,0.428,7.0,0.645,6.6,5.0,6.8,0.650,7.1,0.397,7.1,5.7,7.5,6.2,0.405,0.648,6.8,6.8
1477,02/14/25 07:55:00,0.218,0.290,6.3,6.8,4.8,0.015,0.030,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.3,0.149,7.3,5.8,9.0,8.4,7.3,0.114,5.9,9.3,0.416,0.144,0.133,6.5,6.9,0.345,0.524,7.3,0.648,7.0,5.6,0.427,7.0,0.645,6.6,5.0,6.6,0.650,7.1,0.396,7.1,5.7,7.5,6.2,0.410,0.648,6.8,6.8
1478,02/14/25 08:00:00,0.218,0.286,6.3,6.8,4.6,0.015,0.030,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.3,0.152,7.3,5.8,9.0,8.4,7.3,0.115,5.9,9.3,0.416,0.144,0.133,6.5,6.9,0.345,0.523,0.0,0.000,0.0,5.6,0.426,7.0,0.000,6.6,5.1,0.0,0.650,7.1,0.396,7.1,5.7,7.5,6.2,0.411,0.648,6.7,6.8
1479,02/14/25 08:05:00,0.217,0.285,6.3,6.8,4.8,0.015,0.031,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.4,0.150,7.3,5.8,9.0,8.4,7.3,0.115,5.9,9.3,0.416,0.144,0.133,6.5,6.8,0.345,0.518,0.0,0.000,0.0,5.6,0.425,7.0,0.000,6.6,5.1,0.0,0.650,7.1,0.396,7.1,5.7,7.5,6.2,0.409,0.648,6.7,6.8
1480,02/14/25 08:10:00,0.217,0.276,6.3,6.9,4.6,0.015,0.031,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.3,0.148,7.3,5.9,9.0,8.4,7.3,0.114,6.0,9.3,0.416,0.144,0.133,6.5,6.8,0.345,0.516,0.0,0.000,0.0,5.6,0.425,7.0,0.000,6.6,5.1,0.0,0.650,7.1,0.396,7.1,5.7,7.5,6.2,0.407,0.648,6.7,6.8
1481,02/14/25 08:15:00,0.216,0.274,6.3,6.8,4.8,0.015,0.030,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.4,0.146,7.3,5.8,9.0,8.4,7.1,0.113,5.9,9.4,0.416,0.144,0.133,6.5,6.8,0.345,0.515,7.3,0.648,7.0,5.6,0.424,7.0,0.645,6.6,5.0,6.8,0.000,0.0,0.395,0.0,5.7,0.0,6.2,0.406,0.000,6.7,6.8
1482,02/14/25 08:20:00,0.216,0.269,6.3,6.8,4.8,0.015,0.030,5.8,5.4,5.6,0.356,0.129,7.6,7.6,5.4,0.145,7.1,5.8,8.9,8.4,7.1,0.113,5.9,9.3,0.416,0.144,0.133,6.5,6.8,0.345,0.507,0.0,0.000,0.0,5.6,0.423,7.0,0.000,6.6,5.1,0.0,0.650,7.1,0.395,7.1,5.7,7.5,6.2,0.404,0.648,6.7,6.8
1483,02/14/25 08:25:00,0.216,0.267,6.3,6.8,4.8,0.015,0.030,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.146,7.3,5.8,9.0,8.3,7.1,0.113,5.9,9.3,0.416,0.144,0.133,6.5,6.8,0.345,0.506,0.0,0.000,0.0,5.6,0.423,7.0,0.000,6.6,5.1,0.0,0.650,7.1,0.395,7.1,5.7,7.5,6.2,0.403,0.648,6.7,6.8
1484,02/14/25 08:30:00,0.216,0.266,6.3,6.8,4.8,0.015,0.030,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.145,7.3,5.8,9.0,8.3,7.3,0.113,5.9,9.3,0.416,0.143,0.133,6.5,6.8,0.345,0.505,7.3,0.648,7.0,5.6,0.422,7.0,0.645,6.6,5.1,6.6,0.650,7.1,0.395,7.1,5.7,7.5,6.2,0.402,0.648,6.7,6.8
1485,02/14/25 08:35:00,0.215,0.264,6.3,6.8,4.8,0.014,0.030,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.144,7.3,5.8,9.0,8.3,7.3,0.113,6.0,9.3,0.416,0.143,0.133,6.5,6.8,0.345,0.504,7.3,0.648,7.0,5.6,0.421,7.0,0.645,6.6,5.1,6.8,0.650,7.1,0.395,7.1,5.7,7.5,6.2,0.402,0.648,6.8,6.8
1486,02/14/25 08:40:00,0.215,0.261,6.3,6.8,4.8,0.015,0.030,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.145,7.3,5.8,9.0,8.3,7.3,0.113,5.9,9.4,0.416,0.143,0.133,6.5,6.8,0.345,0.503,7.3,0.648,7.0,5.6,0.421,7.0,0.645,6.6,5.1,6.6,0.650,7.1,0.394,7.1,5.7,7.5,6.2,0.401,0.648,6.7,6.8
1487,02/14/25 08:45:00,0.215,0.260,6.3,6.9,4.8,0.014,0.030,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.148,7.3,5.9,9.0,8.3,7.1,0.114,6.0,9.4,0.416,0.143,0.132,6.5,6.8,0.345,0.503,7.3,0.648,7.0,5.6,0.421,7.0,0.645,6.6,5.1,6.8,0.650,7.1,0.394,7.1,5.8,7.5,6.2,0.401,0.648,6.7,6.8
1488,02/14/25 08:50:00,0.214,0.258,6.3,6.8,4.8,0.014,0.030,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.146,7.3,5.8,9.0,8.3,7.1,0.113,6.0,9.4,0.416,0.143,0.133,6.5,6.8,0.345,0.503,7.3,0.648,7.0,5.6,0.421,7.0,0.645,6.5,5.1,6.6,0.650,7.1,0.394,7.1,5.7,7.5,6.2,0.400,0.648,6.7,6.8
1489,02/14/25 08:55:00,0.214,0.257,6.3,6.8,4.8,0.014,0.030,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.145,7.3,5.8,9.0,8.4,7.1,0.113,6.0,9.4,0.416,0.143,0.132,6.5,6.8,0.345,0.502,7.3,0.648,7.0,5.6,0.420,7.0,0.645,6.6,5.1,6.8,0.650,7.1,0.394,7.1,5.7,7.5,6.2,0.400,0.648,6.7,6.8
1490,02/14/25 09:00:00,0.214,0.256,6.3,6.8,4.8,0.014,0.030,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.144,7.1,5.9,9.0,8.3,7.1,0.113,6.0,9.3,0.416,0.143,0.132,6.5,6.8,0.345,0.502,0.0,0.000,0.0,5.6,0.420,7.0,0.000,6.6,5.2,0.0,0.650,7.1,0.394,7.1,5.7,7.5,6.2,0.399,0.648,6.8,6.8
1491,02/14/25 09:05:00,0.214,0.255,6.3,6.8,4.8,0.014,0.030,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.144,7.1,5.8,9.0,8.3,7.1,0.113,6.0,9.3,0.416,0.142,0.132,6.5,6.8,0.345,0.501,7.3,0.648,7.0,5.6,0.419,6.8,0.640,6.6,5.2,6.8,0.650,7.1,0.393,7.1,5.7,7.5,6.2,0.399,0.648,6.7,6.8
1492,02/14/25 09:10:00,0.214,0.254,6.3,6.8,4.8,0.014,0.030,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.147,7.1,5.8,9.0,8.3,7.1,0.114,5.9,9.3,0.416,0.142,0.132,6.5,6.8,0.345,0.501,7.3,0.648,7.0,5.6,0.419,7.0,0.637,6.5,5.2,6.8,0.650,7.1,0.394,7.1,5.7,7.5,6.2,0.399,0.648,6.7,6.8
1493,02/14/25 09:15:00,0.214,0.253,6.3,6.8,4.8,0.014,0.030,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.150,7.3,5.8,8.9,8.3,7.1,0.115,5.9,9.3,0.416,0.143,0.133,6.5,6.8,0.345,0.501,7.3,0.648,7.0,5.6,0.420,7.0,0.635,6.6,5.2,6.6,0.000,0.0,0.394,0.0,5.7,0.0,6.2,0.399,0.000,6.7,6.8
1494,02/14/25 09:20:00,0.214,0.252,6.3,6.8,4.8,0.014,0.030,5.8,5.4,5.5,0.356,0.128,7.6,7.6,5.4,0.157,7.1,5.8,9.0,8.3,7.1,0.116,5.9,9.4,0.416,0.143,0.133,6.5,6.8,0.345,0.501,0.0,0.000,0.0,5.6,0.420,7.0,0.000,6.5,5.2,0.0,0.650,7.1,0.395,7.1,5.7,7.5,6.2,0.399,0.648,6.7,6.8
1495,02/14/25 09:25:00,0.213,0.251,6.3,6.8,4.8,0.014,0.031,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.167,7.1,5.8,9.0,8.3,7.1,0.117,5.9,9.3,0.416,0.147,0.133,6.5,6.8,0.345,0.502,7.3,0.648,7.0,5.6,0.422,7.0,0.635,6.6,5.2,6.8,0.650,7.1,0.395,7.1,5.7,7.5,6.2,0.398,0.648,6.7,6.8
1496,02/14/25 09:30:00,0.213,0.250,6.3,6.8,4.8,0.014,0.031,5.8,5.4,5.6,0.356,0.128,7.6,7.6,5.4,0.176,7.1,5.8,9.0,8.3,7.1,0.118,5.9,9.3,0.416,0.157,0.133,6.5,6.8,0.345,0.503,0.0,0.000,0.0,5.6,0.423,7.0,0.000,6.5,5.2,0.0,0.000,0.0,0.397,0.0,5.7,0.0,6.1,0.398,0.000,6.7,6.8
1497,02/14/25 09:35:00,0.213,0.249,6.3,6.8,4.8,0.014,0.031,5.8,5.4,5.5,0.356,0.128,7.6,7.6,5.4,0.183,7.1,5.8,9.0,8.3,7.1,0.118,5.9,9.3,0.416,0.164,0.133,6.5,6.6,0.347,0.505,0.0,0.000,0.0,5.5,0.425,7.0,0.000,6.5,5.2,0.0,0.650,7.1,0.397,7.1,5.7,7.5,6.2,0.388,0.648,6.7,6.8
1498,02/14/25 09:40:00,0.213,0.249,6.3,6.8,4.8,0.014,0.032,5.8,5.4,5.5,0.356,0.129,7.6,7.6,5.3,0.182,7.1,5.8,8.9,8.3,7.1,0.119,5.9,9.3,0.416,0.167,0.133,6.5,6.6,0.350,0.508,0.0,0.000,0.0,5.5,0.428,7.0,0.000,6.6,5.2,0.0,0.000,0.0,0.399,0.0,5.7,0.0,6.2,0.400,0.000,6.7,6.8
1499,02/14/25 09:45:00,0.212,0.247,6.1,6.8,4.8,0.014,0.032,5.8,5.4,5.5,0.356,0.129,7.6,7.6,5.3,0.190,7.1,5.8,9.0,8.3,7.1,0.120,5.9,9.3,0.416,0.171,0.133,6.4,6.6,0.356,0.512,7.3,0.648,7.0,5.6,0.434,7.0,0.645,6.5,5.2,6.8,0.650,7.1,0.474,7.1,5.7,7.5,6.1,0.394,0.648,6.7,6.8
1500,02/14/25 09:50:00,0.212,0.247,6.3,6.8,4.6,0.014,0.033,5.8,5.4,5.5,0.356,0.130,7.6,7.6,5.3,0.191,7.1,5.6,9.0,8.3,7.1,0.120,5.8,9.3,0.416,0.175,0.133,6.5,6.6,0.361,0.524,0.0,0.000,0.0,5.5,0.472,6.8,0.000,6.5,5.2,0.0,0.650,7.1,0.573,7.1,5.6,7.5,6.1,0.653,0.648,6.7,6.8
1501,02/14/25 09:55:00,0.212,0.246,6.3,6.8,4.8,0.014,0.034,5.8,5.4,5.5,0.356,0.131,7.6,7.6,5.1,0.195,7.1,5.6,8.9,8.3,7.1,0.121,5.9,9.3,0.416,0.181,0.134,6.4,6.5,0.365,0.557,0.0,0.000,0.0,5.5,0.581,7.0,0.000,6.5,5.1,0.0,0.650,7.1,0.648,7.1,5.5,7.5,6.0,0.653,0.648,6.6,6.8
1502,02/14/25 10:00:00,0.211,0.245,6.3,6.9,4.6,0.015,0.035,5.8,5.4,5.5,0.356,0.133,7.6,7.6,5.1,0.195,7.0,5.6,8.9,8.3,7.1,0.122,5.8,9.3,0.416,0.182,0.134,6.4,6.5,0.371,0.568,7.3,0.648,7.0,5.5,0.591,6.8,0.645,6.5,5.1,6.6,0.000,0.0,0.653,0.0,5.5,0.0,5.8,0.653,0.000,6.6,6.8
1503,02/14/25 10:05:00,0.212,0.246,6.3,6.8,4.6,0.015,0.037,5.8,5.3,5.6,0.356,0.140,7.6,7.6,5.0,0.192,7.0,5.6,9.0,8.3,7.1,0.122,5.8,9.3,0.417,0.181,0.134,6.4,6.5,0.376,0.572,0.0,0.000,0.0,5.5,0.596,6.8,0.000,6.5,5.1,0.0,0.650,7.1,0.652,7.1,5.5,7.5,5.8,0.653,0.648,6.6,6.8
1504,02/14/25 10:10:00,0.212,0.247,6.3,6.8,4.6,0.015,0.037,5.8,5.3,5.5,0.356,0.153,0.0,0.0,0.0,-888.88,0.0,0.0,8.9,8.3,7.1,0.123,5.8,9.3,0.000,0.000,0.134,6.4,0.0,0.000,0.638,7.3,0.648,7.0,5.5,0.603,6.8,0.645,6.5,5.0,6.6,0.000,0.0,0.653,0.0,5.5,0.0,5.7,0.653,0.000,6.6,6.7
1505,02/14/25 10:15:00,0.213,0.247,6.3,6.8,4.5,0.015,0.038,5.8,5.4,5.5,0.356,0.170,0.0,0.0,0.0,-888.88,0.0,0.0,9.0,8.3,7.1,0.123,5.6,9.3,0.000,0.000,0.135,6.4,0.0,0.000,0.654,7.3,0.648,7.0,5.5,0.605,6.8,0.645,6.5,5.0,6.8,0.000,0.0,0.653,0.0,5.5,0.0,5.8,0.653,0.000,6.6,6.7
1506,02/14/25 10:20:00,0.213,0.248,6.3,6.8,4.5,0.015,0.038,5.8,5.4,5.5,0.357,0.185,0.0,0.0,0.0,-888.88,0.0,0.0,9.0,8.3,7.1,0.123,5.6,9.3,0.000,0.000,0.135,6.4,0.0,0.000,0.654,7.1,0.648,7.0,5.5,0.609,6.8,0.645,6.5,5.0,6.8,0.650,7.1,0.652,7.1,5.3,7.5,5.7,0.653,0.648,6.5,6.6
1507,02/14/25 10:25:00,0.214,0.250,6.3,6.8,4.5,0.015,0.037,5.8,5.3,5.5,0.357,0.192,7.6,7.6,5.0,0.186,7.0,5.6,8.9,8.3,7.0,0.123,5.6,9.3,0.417,0.174,0.135,6.4,6.5,0.375,0.654,0.0,0.000,0.0,5.3,0.613,6.8,0.000,6.3,5.0,0.0,0.000,0.0,0.653,0.0,5.3,0.0,5.7,0.653,0.000,6.5,6.6
1508,02/14/25 10:30:00,0.215,0.251,6.3,6.8,4.5,0.015,0.036,5.8,5.4,5.5,0.357,0.191,7.6,7.6,5.0,0.181,7.0,5.6,8.9,8.3,7.1,0.123,5.6,9.3,0.417,0.171,0.135,6.4,6.5,0.372,0.654,7.3,0.648,7.0,5.3,0.603,6.8,0.645,6.3,5.0,6.6,0.000,0.0,0.653,0.0,5.3,0.0,5.8,0.653,0.000,6.6,6.6
1509,02/14/25 10:35:00,0.215,0.253,6.3,6.8,4.5,0.015,0.034,5.8,5.3,5.5,0.357,0.173,7.6,7.6,5.0,0.175,7.0,5.6,8.9,8.3,7.0,0.122,5.6,9.3,0.417,0.166,0.135,6.4,6.5,0.370,0.654,7.3,0.648,7.0,5.3,0.610,6.8,0.645,6.3,4.8,6.6,0.650,7.1,0.630,7.1,5.3,7.5,5.8,0.653,0.648,6.5,6.5
1510,02/14/25 10:40:00,0.215,0.254,6.1,6.8,4.4,0.015,0.033,5.8,5.3,5.5,0.357,0.165,7.6,7.6,5.0,0.169,7.0,5.5,8.9,8.3,7.0,0.121,5.6,9.3,0.417,0.161,0.135,6.4,6.5,0.368,0.654,7.3,0.648,7.0,5.3,0.606,6.8,0.645,6.3,4.8,6.8,0.000,0.0,0.561,0.0,5.3,0.0,5.8,0.653,0.000,6.5,6.5
1511,02/14/25 10:45:00,0.215,0.257,6.3,6.8,4.4,0.015,0.033,5.8,5.3,5.5,0.357,0.158,7.6,7.5,5.0,0.167,7.0,5.6,8.9,8.3,7.0,0.120,5.6,9.3,0.417,0.160,0.135,6.4,6.5,0.366,0.654,7.3,0.648,7.0,5.3,0.602,6.8,0.645,6.3,4.8,6.8,0.650,7.1,0.529,7.1,5.5,7.5,5.8,0.653,0.648,6.5,6.5
1512,02/14/25 10:50:00,0.215,0.259,6.3,6.8,4.4,0.015,0.032,5.8,5.3,5.5,0.357,0.154,7.6,7.6,5.0,0.162,7.1,5.6,8.9,8.3,7.0,0.119,5.5,9.3,0.417,0.156,0.135,6.4,6.5,0.365,0.654,0.0,0.000,0.0,5.3,0.599,6.8,0.000,6.3,4.8,0.0,0.650,7.1,0.513,7.1,5.5,7.5,5.8,0.653,0.648,6.6,6.5
1513,02/14/25 10:55:00,0.215,0.261,6.3,6.8,4.4,0.015,0.032,5.8,5.3,5.5,0.357,0.152,7.6,7.6,5.0,0.160,7.0,5.6,8.9,8.3,7.0,0.118,5.5,9.3,0.417,0.154,0.135,6.4,6.5,0.364,0.654,0.0,0.000,0.0,5.3,0.597,6.8,0.000,6.3,4.8,0.0,0.000,0.0,0.497,0.0,5.5,0.0,5.8,0.653,0.000,6.5,6.5
1514,02/14/25 11:00:00,0.216,0.263,6.3,6.8,4.4,0.015,0.032,5.8,5.1,5.5,0.357,0.150,7.6,7.5,4.9,0.162,7.0,5.6,8.9,8.3,7.0,0.118,5.5,9.3,0.417,0.154,0.135,6.4,6.5,0.364,0.654,0.0,0.000,0.0,5.3,0.595,6.8,0.000,6.3,4.7,0.0,0.650,7.1,0.488,7.1,5.5,7.5,5.8,0.653,0.648,6.5,6.5
1515,02/14/25 11:05:00,0.216,0.265,6.3,6.8,4.4,0.015,0.032,5.8,5.3,5.5,0.357,0.148,7.6,7.6,4.9,0.173,7.0,5.6,8.9,8.1,7.0,0.119,5.5,9.3,0.417,0.154,0.135,6.4,6.5,0.363,0.654,0.0,0.000,0.0,5.3,0.595,6.8,0.000,6.3,4.7,0.0,0.650,7.1,0.479,7.1,5.5,7.5,6.0,0.653,0.648,6.5,6.5
1516,02/14/25 11:10:00,0.216,0.266,6.3,6.8,4.3,0.015,0.033,5.8,5.1,5.5,0.357,0.145,7.6,7.6,4.9,0.183,7.0,5.6,8.9,8.1,7.0,0.121,5.5,9.3,0.416,0.165,0.135,6.4,6.5,0.364,0.654,7.3,0.648,7.0,5.3,0.598,6.8,0.645,6.2,4.7,6.6,0.000,0.0,0.471,0.0,5.3,0.0,6.0,0.653,0.000,6.5,6.5
1517,02/14/25 11:15:00,0.216,0.269,6.3,6.8,4.4,0.015,0.033,5.8,5.1,5.5,0.357,0.144,7.6,7.6,4.9,0.183,7.0,5.5,8.9,8.3,7.0,0.122,5.5,9.3,0.417,0.169,0.135,6.3,6.5,0.366,0.654,7.3,0.648,7.0,5.2,0.599,6.8,0.645,6.2,4.7,6.8,0.650,7.1,0.479,7.1,5.5,7.5,6.0,0.653,0.648,6.5,6.5
1518,02/14/25 11:20:00,0.216,0.272,6.3,6.8,4.3,0.015,0.033,5.8,5.3,5.4,0.356,0.143,7.6,7.6,4.9,0.187,7.0,5.5,8.9,8.1,7.0,0.122,5.5,9.3,0.417,0.168,0.135,6.3,6.5,0.367,0.654,0.0,0.000,0.0,5.2,0.600,6.8,0.000,6.2,4.7,0.0,0.650,7.1,0.486,7.1,5.5,7.5,6.0,0.653,0.648,6.5,6.5
1519,02/14/25 11:25:00,0.217,0.275,6.3,6.8,4.3,0.015,0.033,5.8,5.1,5.5,0.357,0.143,7.6,7.6,4.8,0.182,7.0,5.5,8.9,8.3,7.0,0.122,5.4,9.3,0.417,0.169,0.135,6.4,6.5,0.370,0.654,7.3,0.648,7.0,5.2,0.600,6.7,0.645,6.2,4.7,6.6,0.650,7.1,0.496,7.1,5.5,7.5,6.0,0.653,0.648,6.5,6.5
1520,02/14/25 11:30:00,0.217,0.279,6.3,6.8,4.3,0.015,0.033,5.8,5.1,5.4,0.357,0.143,7.6,7.6,4.8,0.180,7.0,5.5,8.9,8.1,7.0,0.121,5.5,9.3,0.417,0.168,0.135,6.3,6.4,0.370,0.654,0.0,0.000,0.0,5.2,0.599,6.8,0.000,6.2,4.6,0.0,0.650,7.1,0.502,7.1,5.3,7.5,6.0,0.653,0.648,6.5,6.5
1521,02/14/25 11:35:00,0.217,0.281,6.3,6.8,4.3,0.015,0.032,5.8,5.1,5.5,0.357,0.143,7.6,7.5,4.8,0.181,7.0,5.4,8.9,8.1,7.0,0.122,5.4,9.3,0.417,0.166,0.135,6.3,6.5,0.369,0.654,0.0,0.000,0.0,5.2,0.598,6.8,0.000,6.2,4.7,0.0,0.650,7.0,0.501,7.1,5.3,7.5,5.8,0.653,0.648,6.5,6.5
